movieId,imdbId,tmdbId,year
128812,1486843,213831,2013
128830,1504691,66178,2009
128832,2474024,206296,2014
128836,2654562,181454,2013
128838,2554274,201085,2015
128840,3402880,254258,2014
128842,3829170,300803,2015
128864,4168188,303457,2014
128866,2640460,295914,2014
128878,2375559,249772,2014
128880,3590482,299049,2014
128898,2132374,214218,2013
128902,1772382,105554,2010
128904,3252360,294826,2010
128906,1334313,37590,2009
128908,1466054,117098,2011
128910,2023473,85340,2011
128912,2937390,216652,2013
128914,3500822,259395,2014
128918,1188112,55804,2008
128922,903849,13611,2007
128942,1927124,326591,2011
128946,1600409,158382,2010
128948,2763624,218393,2013
128954,1157658,134656,2008
128964,1235537,83209,2010
128971,1123970,24633,2009
128973,1532413,84012,2009
128975,2637294,243938,2015
128987,1043852,19106,2009
128989,1314237,18896,2009
128991,3723996,269711,2014
129003,3467440,268522,2013
129005,2246673,189204,2013
129009,2623502,170750,2013
129015,2191805,88318,2012
129017,2231646,277686,2014
129021,3552638,288313,2014
129030,2123170,326536,2015
129032,847150,315010,2008
129034,1699762,98554,2011
129064,2976354,300176,2013
129066,3069992,274805,2014
129068,1798108,228736,2013
129076,2375763,316183,2013
129078,3877718,287509,2015
129080,1847629,95744,2012
129183,2517044,271164,2014
129193,3092606,218262,2013
129195,1781790,261985,2011
129199,2395247,158150,2012
129201,1916749,121822,2012
129227,3596492,285176,2014
129229,2290553,286873,2014
129231,1071203,50714,2008
129233,3107070,285270,2014
129235,2399533,126331,2012
129243,1309409,47110,2008
129248,2436452,208028,2013
129250,2933474,325358,2015
129285,811137,96987,2012
129289,3360148,243881,2013
129291,1921179,306293,2012
129293,1434925,37858,2009
129299,1605798,114155,2014
129301,2852394,186970,2013
129303,2371287,179812,2013
129313,2392672,179150,2014
129333,2582426,278632,2014
129340,2852432,186975,2013
129342,3265462,229304,2013
129346,1884457,146578,2012
129348,2265050,251987,2014
129350,2081194,165864,2013
129352,914369,245025,2007
129354,2381941,256591,2015
129360,3106464,221791,2013
129362,3675568,288789,2014
129364,1707380,246127,2015
129366,2004279,76532,2011
129368,2690718,254719,2014
129370,2279373,228165,2015
129372,1841642,234212,2015
129397,2247732,119569,2012
129401,1083858,17041,2008
129405,1728217,85349,2011
129407,1499246,59596,2009
129428,2555736,268238,2015
129435,1951218,96631,2012
129437,2882328,191726,2013
129441,2330270,159652,2013
129443,2368056,253284,2014
129451,991174,113655,2009
129454,2945784,232610,2013
129456,961206,146380,2007
129510,2088974,201124,2013
129512,864911,40419,2007
129514,963207,13643,2008
129530,1157718,126729,2008
129532,1185393,63585,2011
129534,1571409,59110,2010
129644,3181314,233863,2013
129653,1710393,220620,2013
129657,2401097,290764,2015
129659,2097298,228203,2015
129667,2475492,173168,2013
129669,2925642,245158,2014
129671,1207926,55433,2009
129673,2095713,207766,2013
129675,2909116,309302,2015
129703,1271973,104848,2008
129707,2918436,243940,2015
129715,3088362,298396,2013
129737,2358925,239573,2015
129739,3745620,298040,2014
129741,1576434,165586,2009
129749,2935564,197950,2014
129771,2382422,223954,2014
129773,1826660,132759,2012
129777,988035,91443,2010
129779,2636124,196750,2013
129781,2667918,259956,2014
129786,1433810,54890,2011
129788,2359810,191121,2013
129818,3326366,246743,2014
129820,3233418,264337,2015
129822,4397346,324260,2015
129826,4189260,322456,2015
129828,2080337,103672,2011
129830,1620449,50135,2011
129834,4006794,287233,2014
129838,899052,132426,2007
129841,2776106,174372,2014
129843,2277946,269200,2013
129845,2295722,270938,2014
129853,1850418,75861,2015
129855,1646127,59015,2010
129857,2379318,197936,2013
129859,2048804,73530,2011
129889,2719094,205865,2013
129905,1674778,209032,2012
129907,1671457,76226,2011
129909,3118696,213983,2013
129911,1165293,86321,2007
129915,1517163,181999,2009
129921,2125439,84176,2012
129923,1426357,102807,2009
129925,3645074,288312,2014
129927,1346973,125344,2009
129929,949863,44570,2007
129933,3172520,216790,2013
129935,2139919,97607,2013
129937,2199571,241554,2015
129939,2363181,257912,2013
129943,3042626,280922,2014
129945,1844763,139571,2012
129949,3030354,326057,2015
129951,2548738,250668,2014
129958,2475454,201777,2013
130034,3331846,265712,2014
130036,1270114,294690,2014
130038,1614456,66164,2011
130042,2149360,138941,2012
130044,2420756,254193,2014
130046,2385074,144204,2012
130050,1991031,279972,2014
130052,1780798,112454,2014
130054,2246909,137370,2012
130056,3785740,324279,2015
130058,3432260,330275,2014
130062,881233,59346,2007
130064,1568863,85025,2010
130066,2253939,135281,2012
130069,3110770,291362,2015
130071,3171764,260030,2014
130073,1661199,150689,2015
130075,4007502,326359,2015
130077,2866660,283302,2013
130079,4139412,321644,2014
130081,3013588,263281,2014
130083,2917388,228968,2015
130085,3717510,319975,2014
130087,3203616,238215,2015
130089,4377918,327225,2015
130105,1099229,68957,2007
130116,2393817,171045,2012
130138,1051226,41255,2009
130144,1359423,50609,2009
130146,1669560,110965,2011
130196,2195490,133601,2012
130219,2258647,72003,2011
130233,3120054,253283,2014
130247,4406298,323555,2015
130259,1715876,137960,2014
130271,1400515,71626,2011
130275,2766004,264553,2014
130290,2363178,193523,2013
130292,3215346,236314,2013
130294,3826814,295058,2014
130296,4212378,305450,2014
130298,3730228,300364,2014
130320,3570168,324436,2014
130324,1059233,38445,2009
130326,3720382,325205,2015
130338,1156528,89531,2011
130342,3420534,256306,2014
130344,3103318,215637,2013
130349,3013528,228558,2013
130351,1185418,70027,2008
130374,4058426,328233,2015
130376,1027683,47467,2010
130378,1764285,221488,2014
130382,1485749,121830,2012
130384,1587807,39522,2010
130388,1331297,193229,2009
130390,1001548,13277,2009
130392,2281345,97899,2012
130398,960835,25055,2007
130404,1172995,71591,2008
130424,1815782,72993,2011
130442,2147459,199578,2013
130444,2418558,175774,2013
130448,1029360,243688,2015
130450,3332064,266647,2015
130452,1791682,252512,2014
130462,2443822,257444,2015
130464,4365412,322378,2015
130468,2122313,272634,2015
130474,900387,271674,2015
130478,3711466,267481,2014
130488,2553424,253307,2014
130490,2908446,262500,2015
130492,3495030,325138,2015
130494,1375669,82448,2011
130496,2088003,230179,2014
130506,2358911,118412,2012
130508,2210479,113082,2012
130510,2358913,144288,2013
130512,2891070,271724,2014
130516,1286151,18815,2009
130520,2224026,228161,2015
130524,2272918,261375,2014
130526,1534786,69619,2011
130574,1327601,260947,2014
130576,2649554,245703,2015
130578,2515034,266396,2015
130580,3720788,275060,2013
130582,1531924,276401,2013
130584,2133333,199647,2012
130588,2515030,255343,2014
130618,3848892,314389,2015
130622,3148952,255890,2014
130624,2729818,260176,2013
130626,1569488,136070,2010
130628,3318220,244063,2014
130630,2199543,227975,2014
130632,1794943,220493,2011
130634,2820852,168259,2015
130636,3713166,277685,2014
130638,3129484,246308,2013
130640,1844025,140441,2012
130642,2944198,228973,2014
130644,1278060,23155,2008
130682,2207484,256030,2015
130684,3520418,291272,2015
130686,2118624,293970,2015
130784,1498878,87178,2011
130840,3395184,241855,2015
130842,4475970,327029,2015
130848,3489470,266537,2014
130850,1925466,276901,2014
130852,1344811,302465,2012
130856,494826,48376,2010
130862,3093522,240745,2014
130878,2043832,137222,2012
130894,3496892,267793,2014
130896,1444270,70072,2011
130898,2257816,230274,2013
130900,1389781,19318,2009
130902,478802,66655,2007
130912,1860359,136190,2012
130952,3659764,285863,2014
130954,1205492,8371,2008
130956,1014763,181283,2015
130964,1753792,74119,2011
130972,3152130,264357,2013
130976,2182001,184155,2013
130980,2634236,137221,2012
130982,1785670,81022,2011
130986,1351770,165027,2009
130988,2639254,283227,2014
130990,2460468,187252,2013
130994,2275549,108540,2012
131013,2561572,257091,2015
131015,1430116,143928,2011
131017,4530184,326665,2015
131019,3496372,322518,2015
131021,2417560,161064,2014
131023,3892434,305091,2014
131029,3061534,328032,2015
131050,1483803,80527,2009
131056,446009,1269,2007
131058,1754455,51450,2010
131060,890888,1419,2007
131062,825279,14642,2008
131064,2399406,298751,2014
131066,1629374,79433,2011
131070,2278988,133396,2012
131072,1920976,150056,2012
131074,1572309,61104,2009
131080,465940,16119,2007
131082,1161051,167161,2009
131090,2041385,79361,2012
131096,1639093,114438,2012
131098,2204315,238302,2013
131100,2389530,130798,2013
131110,1640103,333324,2008
131114,1730701,71191,2011
131116,1350940,15713,2009
131122,1201143,48411,2007
131130,1114698,24696,2007
131138,780568,6172,2007
131140,1780856,78313,2011
131148,1661461,73770,2011
131160,1242522,51880,2009
131162,3028412,258751,2014
131164,2109059,208982,2011
131166,1489097,56771,2009
131168,2764784,254578,2014
131170,3479316,328595,2015
131172,2626926,160171,2013
131174,2058617,287422,2014
131176,3305316,254200,2014
131178,3302594,265563,2014
131180,3816458,293771,2015
131192,2536436,179053,2013
131200,1081942,15923,2008
131209,2125472,179473,2013
131215,3118706,218810,2014
131231,1645916,301225,2014
131237,1595366,35428,2010
131239,1747994,91628,2011
131254,466713,4436,2007
131258,3485166,285213,2014
131262,1724965,286971,2014
131270,2952602,290864,2014
131393,1053918,20893,2009
131419,1093906,46368,2010
131425,1069264,37897,2009
131433,2468774,140212,2012
131437,1984208,75006,2011
131439,2393845,237756,2014
131442,3563782,276904,2014
131444,3029556,221732,2014
131446,3029558,221731,2014
131448,2016335,323967,2015
131451,3280916,299551,2015
131453,2332831,106717,2012
131457,3469592,294993,2014
131464,2027136,146229,2014
131466,4141260,294991,2014
131470,1958043,293572,2014
131472,3506302,253376,2014
131474,3138558,265019,2014
131476,4177742,299588,2014
131478,3484800,314065,2014
131480,2548208,298093,2014
131482,1380152,15286,2009
131484,1334536,50288,2010
131486,1854580,267457,2014
131496,3290882,274815,2014
131498,2473624,257134,2014
131500,1339098,77586,2011
131502,2861532,214135,2013
131504,2006181,228426,2013
131522,3400688,288618,2014
131524,3403776,259843,2014
131530,2186883,129115,2012
131532,2336361,126883,2013
131534,1158308,84925,2007
131536,2335740,255253,2013
131550,1370212,37573,2009
131556,1961675,101995,2012
131558,1714014,54424,2010
131560,1558877,35964,2009
131568,2205501,138767,2012
131570,1568343,254023,2015
131572,1932695,131739,2011
131584,3576072,264763,2014
131586,4007554,293126,2014
131620,2088865,296095,2014
131624,2977110,276906,2014
131626,2523756,300690,2015
131628,2608030,257214,2014
131648,1758770,177354,2012
131654,1583265,151123,2010
131656,2872750,263109,2015
131658,1969062,244539,2014
131686,1404386,101968,2011
131712,1712187,58219,2011
131714,2493486,308504,2015
131716,2063011,83706,2012
131718,1332486,40817,2010
131720,2115426,92038,2011
131722,1479183,72024,2010
131724,4299972,321640,2015
131726,2555302,296029,2015
131739,4324274,321528,2015
131749,2922440,268523,2014
131751,2361846,228692,2013
131765,1454613,87817,2012
131775,4083770,305310,2014
131796,2404425,304357,2015
131808,3591984,283703,2014
131816,3449252,248808,2013
131820,3033948,328763,2015
131826,4073952,320996,2015
131828,3983738,301304,2014
131830,3399024,269148,2014
131834,3141866,231401,2013
131838,2551492,158455,2013
131842,1661820,276902,2014
131844,3135362,284189,2013
131850,3609402,332356,2015
131920,2962876,228108,2014
131936,1272051,36696,2010
131962,1272010,334651,2008
131980,2876428,242575,2013
132012,1648204,65218,2011
132036,2404555,188826,2013
132046,1964418,158852,2015
132048,3560546,294083,2014
132056,2376218,255157,2014
132058,2523600,167221,2013
132060,2936470,229328,2014
132064,3837070,330588,2014
132066,3112966,215658,2013
132068,2936180,283708,2014
132070,3481232,253639,2014
132072,3665860,323016,2015
132074,3399112,250665,2014
132078,1854538,289126,2011
132080,3142260,320299,2014
132086,3135128,267623,2014
132100,2023500,292262,2011
132102,825346,29731,2007
132106,1085515,19900,2009
132112,3297330,253626,2014
132118,2977090,259958,2014
132122,3344922,283698,2014
132128,3021360,243526,2015
132130,3061836,284270,2014
132132,2380564,186610,2014
132134,2368525,180418,2013
132136,2194826,312797,2015
132138,1510726,88744,2010
132140,1885265,62008,2012
132142,1462017,62730,2008
132144,3894190,283707,2014
132146,2543336,229182,2013
132148,4338148,321678,2015
132153,2656588,253303,2015
132155,2339367,134662,2012
132157,3450650,256961,2015
132159,1867091,282313,2015
132161,1326247,32901,2009
132163,2118009,261273,2014
132165,2195552,312316,2013
132167,1692190,52629,2010
132169,1614408,54770,2010
132171,2137351,139302,2013
132173,3318750,287587,2015
132175,2075340,145474,2012
132178,1242527,19306,2009
132180,2495104,270654,2014
132182,3218580,269776,2014
132186,4322280,328799,2015
132190,2690186,203072,2013
132192,2821430,247668,2013
132196,1667146,132128,2009
132242,818110,12406,2008
132253,1510983,134693,2012
132270,2369600,301229,2014
132280,1679276,274415,2014
132286,3334794,299353,2014
132313,2388821,159774,2013
132315,1094198,20036,2008
132317,2787834,165321,2012
132319,1535430,275244,2010
132333,3149640,278990,2014
132335,3365778,270400,2014
132338,2717318,259453,2014
132340,2917336,214464,2013
132348,1197580,17669,2009
132350,861704,27693,2007
132352,1659216,164331,2013
132356,3297792,281778,2014
132358,3742284,330431,2015
132360,1169809,19599,2009
132364,3600950,260310,2013
132366,2404217,248087,2013
132368,2160163,94205,2011
132370,1254956,225982,2008
132372,2157346,139862,2012
132377,1552224,289720,2014
132381,3541262,282631,2014
132402,3402110,290865,2014
132418,3528666,329540,2015
132422,3104930,278316,2014
132424,2726560,228205,2015
132430,2287170,272418,2014
132432,2186781,142115,2013
132434,1467388,52333,2010
132442,2911668,284289,2014
132444,4115896,325382,2014
132446,3715406,284470,2014
132448,4114478,332759,2015
132450,2671980,228381,2013
132454,1555440,254936,2014
132458,3660770,295592,2015
132460,4186548,315367,2015
132462,3622332,313074,2014
132464,1876349,114003,2012
132468,1773764,128207,2013
132472,2361700,201132,2013
132474,1356395,28904,2009
132476,2098791,194883,2013
132480,1655441,293863,2015
132482,2252552,297702,2014
132484,3458236,250756,2014
132486,2387513,132342,2013
132488,2404299,319389,2014
132492,3838978,329241,2015
132494,3607812,261906,2014
132496,1772288,256924,2015
132520,3369350,333089,2015
132522,1638979,70758,2011
132524,3804114,283691,2014
132526,1645774,95056,2011
132528,1229236,44216,2010
132534,3662904,336018,2014
132545,1381767,37932,2010
132547,2523832,325113,2015
132549,4270516,309304,2015
132551,3112654,248611,2014
132555,1501757,39185,2010
132557,1493941,54735,2010
132559,1493940,54732,2010
132561,3682160,265330,2014
132563,3121050,214074,2013
132569,4504452,333103,2015
132571,1032747,21383,2009
132575,1777595,197583,2014
132577,1754177,73529,2010
132579,2423504,122662,2012
132586,2006869,111771,2011
132588,2534660,262009,2014
132590,2171902,250745,2014
132592,2461034,168864,2013
132594,1837562,300155,2015
132604,1158278,27698,2007
132608,3202120,250349,2014
132612,1538988,108309,2010
132614,3539664,261860,2014
132616,3499458,312793,2015
132618,2044801,192712,2014
132622,1979269,80530,2011
132624,4047350,296941,2014
132626,3972398,290300,2014
132628,4018690,311627,2014
132630,3120408,297270,2014
132632,2483260,175112,2014
132634,2104080,100830,2012
132636,1542930,118762,2009
132644,1861445,289723,2015
132646,974662,28969,2009
132648,3488462,269258,2014
132652,1434435,101669,2010
132656,4437640,327418,2015
132658,3662066,321030,2015
132660,3064298,332340,2015
132662,1368070,72953,2008
132666,3657420,290304,2014
132668,1112097,144097,2007
132711,808348,56555,2007
132735,2090629,309889,2015
132778,1280017,270163,2009
132780,2281591,266689,2014
132788,1951133,96087,2012
132790,1014766,59810,2011
132792,3567200,253262,2014
132794,3477752,328252,2015
132796,2126355,254128,2015
132798,3319920,241257,2015
132800,2788716,284537,2014
132874,2043979,89156,2011
132883,1441953,284689,2014
132888,3098812,300302,2013
132890,2234537,314559,2014
132900,2193091,134602,2012
132902,2444946,173205,2013
132904,1550557,105972,2012
132906,3625152,321494,2015
132954,3741860,290504,2014
132958,2732932,174351,2013
132961,2935476,250734,2015
132965,3077108,249916,2014
132967,1398991,121929,2012
132969,2095684,84300,2012
132971,3089326,282983,2014
132973,1542971,295554,2009
132975,1247658,139215,2009
132977,3148834,202575,2014
132979,2371486,134126,2012
132981,2180333,137955,2012
132983,1296881,118065,2012
132987,1928335,150230,2012
132989,2510028,259611,2014
132991,3697566,265851,2014
132993,3103576,214093,2013
132995,1242423,71394,2009
132997,3612032,259072,2014
133115,3699674,268159,2014
133117,2232578,215946,2013
133119,2350852,290656,2014
133121,1227789,92397,2011
133129,4215332,316322,2015
133133,2066832,73456,2011
133135,3921852,285733,2014
133137,1800254,57737,2011
133141,2396690,129533,2012
133143,1294138,13004,2008
133145,1610301,34134,2010
133147,1092053,13283,2007
133149,2197823,91342,2012
133151,1484922,23566,2009
133153,2630134,168903,2013
133155,1314715,13459,2008
133157,3504064,255718,2014
133159,2946582,196254,2013
133161,1398940,16418,2009
133163,1007920,16962,2007
133171,3321254,227200,2013
133173,1201561,18198,2008
133183,2554946,325557,2015
133185,3547740,304410,2014
133195,2679042,249070,2015
133197,2632340,237718,2013
133201,2150006,104513,2012
133203,1935193,68370,2011
133205,2833398,216989,2013
133207,3804556,289339,2014
133211,1509275,31968,2009
133215,1094584,21671,2007
133217,4312536,335819,2015
133219,1216515,44683,2010
133223,2307002,218670,2015
133225,3231010,240704,2014
133229,3717068,290815,2014
133231,1418757,200918,2013
133233,2343158,174378,2014
133235,2854894,227325,2014
133237,1590013,135214,2012
133239,2167056,209556,2013
133241,2210834,160768,2013
133243,1301130,287815,2008
133255,2472432,193418,2013
133262,1567279,173911,2014
133270,3427772,298634,2014
133279,3213062,232351,2013
133281,3623726,275601,2015
133283,1227797,44720,2010
133285,2979638,284581,2014
133287,1950222,113374,2011
133289,2538128,182228,2013
133291,2630916,288931,2014
133295,3845960,314407,2014
133297,1806910,171755,2013
133299,1478433,256562,2009
133301,1474579,256328,2007
133303,1662514,55194,2010
133307,2120160,111173,2012
133311,1649416,201867,2010
133313,3137552,221418,2013
133315,2124998,84350,2012
133317,1834234,89595,2012
133319,3393198,320179,2015
133321,2952438,305022,2014
133323,2182169,128766,2012
133325,1707818,57510,2011
133329,1541153,133741,2012
133331,1495776,179159,2013
133333,3345206,253291,2014
133335,1492959,75910,2010
133339,3781762,332286,2015
133343,939684,42413,2007
133347,1930463,330115,2015
133349,4163668,316715,2015
133357,4136056,320882,2014
133359,4075952,335662,2015
133365,3155242,306482,2015
133367,2660332,168758,2013
133371,1651062,60170,2011
133375,2077772,149868,2012
133377,3327624,301728,2015
133379,1584943,205466,2013
133381,2372776,130612,2012
133383,3417756,284305,2014
133385,1488594,101852,2012
133387,3904770,285581,2014
133389,3767372,332835,2015
133391,4234734,326923,2015
133393,3323314,265934,2014
133395,3469960,256021,2014
133397,2090488,164286,2014
133399,3398436,252596,2015
133401,3157466,313096,2014
133407,1534017,54466,2009
133413,1692084,89857,2012
133415,3328092,323214,2013
133417,3672640,327476,2015
133419,2848292,254470,2015
133437,3187076,223895,2013
133439,3631430,264471,2014
133441,2246924,241553,2013
133443,3626436,290370,2014
133507,2318440,136368,2012
133509,3526160,266621,2014
133541,2150543,190795,2014
133543,3062414,261033,2014
133545,2980472,258099,2014
133547,4341806,337101,2015
133581,3074610,214138,2013
133583,3704352,330544,2015
133593,2088745,266442,2014
133596,2495212,213857,2012
133602,3042800,277662,2015
133626,1910608,191829,2013
133643,2126403,193524,2013
133645,2402927,258480,2015
133647,4503900,333382,2015
133649,2151885,120370,2011
133651,1540868,147841,2012
133653,3205394,313867,2015
133655,1634013,57419,2010
133671,2759372,201419,2014
133673,2395228,173165,2014
133677,2583020,129360,2012
133679,2075373,134255,2012
133689,3488328,326284,2015
133691,2488042,218482,2014
133693,1800338,242065,2014
133695,3614516,241882,2014
133697,1261047,21625,2009
133703,1345734,17593,2008
133708,4311466,305088,2014
133710,2325977,245846,2015
133714,2050634,123969,2011
133720,1726889,78478,2011
133722,1761005,257521,2014
133724,3587064,298830,2014
133727,2400441,276550,2013
133731,1799508,118612,2012
133737,2610862,222885,2012
133743,2403899,123949,2012
133747,1935302,145221,2014
133749,3036548,215976,2014
133753,2076346,297362,2015
133759,1043844,40537,2009
133763,4309834,308715,2015
133765,2482082,227723,2013
133771,3464902,254320,2015
133773,3881768,322766,2015
133778,3163304,287483,2014
133780,3499048,256057,2014
133782,1881002,287424,2015
133798,2967224,268920,2015
133802,3205376,223485,2015
133804,2327453,138502,2012
133806,2798456,259830,2014
133808,4003774,291854,2014
133810,848552,24632,2007
133814,437325,84572,2007
133820,1253596,40774,2009
133824,1883367,94365,2015
133832,2403021,171424,2014
133835,3696804,337210,2015
133837,2196430,113040,2012
133851,2422326,167649,2012
133859,4239548,310319,2015
133863,3121096,215520,2013
133865,3122764,337944,2015
133867,1731701,248574,2015
133869,3321300,292040,2015
133873,2534634,322488,2015
133875,1813327,56959,2011
133883,2298416,190853,2013
133885,3692768,261039,2014
133887,3164198,261857,2014
133891,2075223,91584,2011
133893,778631,17566,2008
133895,2404370,224303,2013
133897,3152602,283704,2014
133941,3481210,277399,2014
133945,3312868,321769,2015
133949,3683702,281730,2014
133964,2872570,294544,2014
133994,2633666,320703,2015
134004,439876,25973,2007
134013,1881060,165567,2012
134017,4657764,334132,2015
134021,2486678,259954,2014
134023,2219650,291817,2014
134025,1739304,334130,2013
134027,484881,33510,2007
134069,2547942,277778,2014
134093,2192582,160833,2012
134103,972546,179288,2007
134105,1224449,41703,2008
134109,1217565,25936,2008
134117,4547120,339533,2015
134126,2497980,281418,2014
134128,2571226,259261,2013
134130,3659388,286217,2015
134156,3546370,276137,2014
134158,2948790,333381,2015
134160,2146960,109835,2012
134162,1075746,30778,2007
134166,2266781,294862,2014
134168,3263690,250784,2014
134170,3472226,251516,2015
134172,1943765,151693,2012
134174,2062961,102596,2012
134176,1646979,58859,2011
134178,3447364,320295,2015
134180,3678782,323517,2015
134182,2556308,273886,2014
134184,1198196,20963,2007
134202,1266093,240478,2008
134204,3697626,269494,2014
134214,3312830,310593,2015
134230,1324059,21297,2009
134246,3247714,334074,2015
134248,4382552,318256,2015
134330,2797242,190940,2013
134332,995031,19025,2007
134338,490210,14394,2008
134358,3242756,339992,2014
134360,4137596,323384,2015
134362,3796936,334088,2015
134366,1847687,119172,2011
134368,3079380,238713,2015
134370,3230162,265193,2014
134374,823671,13179,2008
134378,2896036,209415,2013
134381,2296857,314555,2014
134387,1468721,81616,2011
134393,3152624,271718,2015
134398,880570,26861,2009
134402,2651916,229702,2013
134443,1514834,47355,2009
134445,3916378,328720,2015
134505,889222,2197,2007
134519,3970854,264525,2015
134521,3474994,268100,2014
134524,3817848,280276,2014
134526,780660,86700,2012
134528,1243974,222936,2015
134530,1109488,44486,2010
134536,2275813,132551,2012
134542,3205304,231625,2013
134549,1565068,98120,2012
134551,2042443,135695,2012
134553,2456720,161545,2012
134555,3237406,250235,2014
134557,2343371,173847,2013
134559,2402565,169683,2013
134563,3066270,231176,2013
134565,1808015,53319,2011
134567,3908634,321160,2015
134569,1767372,245906,2015
134573,2387601,215646,2013
134575,3374966,239877,2013
134579,2368749,126315,2012
134581,1539489,84196,2013
134583,3132632,316067,2015
134585,2278284,158589,2012
134587,2182972,244783,2014
134589,3311588,253267,2014
134591,3402078,300179,2014
134597,2893780,245527,2014
134601,3966544,279992,2014
134603,2215221,159967,2013
134629,4627104,343070,2015
134631,2715446,231562,2013
134633,1691343,117452,2012
134635,979917,46930,2007
134637,1480201,21535,2009
134639,2493386,199374,2013
134641,3776402,262311,2014
134647,775461,51604,2010
134649,2106744,150473,2012
134651,1579232,76101,2011
134653,1543017,61035,2010
134657,1935742,223932,2013
134664,2229377,176077,2013
134678,2766268,262788,2014
134680,4359416,320006,2015
134693,1964618,261874,2014
134700,2199436,334440,2014
134702,2718442,294483,2014
134704,1985970,296192,2011
134708,1865333,329243,2011
134710,3883282,279960,2014
134712,4137324,298664,2014
134714,2545692,291904,2014
134751,1778342,86412,2011
134753,2587198,141702,2012
134775,3672840,300168,2015
134777,2176013,132316,2012
134779,1740710,74458,2011
134781,1667838,40777,2010
134783,1674771,188222,2015
134785,3573598,328483,2015
134796,4393514,321109,2015
134800,4075520,328692,2015
134802,2481554,266718,2014
134804,3720672,304640,2014
134808,3133722,343371,2015
134810,1919174,85581,2012
134812,2401181,254007,2014
134815,3017412,303281,2014
134819,1037714,315850,2007
134821,3483194,270886,2014
134823,2584018,288980,2014
134827,1309178,69352,2011
134829,2902898,212481,2013
134831,1757831,217787,2013
134840,1466069,99904,2011
134843,1756479,109463,2010
134847,1924273,86541,2012
134851,2933544,286521,2014
134853,2096673,150540,2015
134855,2420166,289716,2015
134857,3922958,285851,2014
134859,2415458,307931,2015
134861,3043546,250556,2013
134863,1769383,141884,2012
134867,1694542,58333,2011
134869,3057836,223249,2014
134871,1015471,206197,2015
134879,3253624,295595,2015
134881,903657,271714,2014
134883,1372301,38248,2009
134915,476958,13803,2008
134917,2316868,192142,2014
134919,1426328,171769,2010
134921,2177180,273745,2013
134935,1748158,75719,2011
134937,1185405,37203,2009
134939,1252486,41331,2008
134941,1524148,40657,2010
134943,1483020,81021,2011
134945,2599716,219572,2013
134947,1243971,40090,2009
134949,890879,15956,2007
134951,2180503,192028,2013
134953,1192422,154793,2008
134955,1399584,87851,2009
135025,1338687,60063,2011
135033,1117636,54398,2009
135041,1972646,75442,2011
135081,1541666,63687,2011
135113,1512779,105778,2009
135115,1687891,83584,2010
135123,1787731,79554,2011
135125,1215458,176163,2008
135127,2649128,174733,2013
135129,2008655,257039,2014
135131,3598222,277597,2014
135133,1951266,131634,2015
135135,3369806,272878,2015
135137,2120120,257344,2015
135141,3410834,262504,2016
135143,3183660,259316,2016
135147,3433358,270919,2014
135151,4246092,321315,2014
135166,2088735,157289,2012
135174,1065086,99370,2011
135176,1202749,91266,2008
135178,1421361,325365,2015
135180,2467442,186079,2012
135182,2167393,168219,2012
135188,1548629,45133,2010
135190,2004304,286407,2014
135192,3456090,250653,2014
135194,1931549,72845,2011
135198,1585255,42293,2010
135200,3481000,338107,2015
135204,2855648,215776,2013
135208,1268962,35065,2009
135214,800205,26469,2007
135218,2837366,220287,2013
135220,3097084,251227,2014
135224,3483612,339367,2015
135226,2486880,259997,2014
135228,3512066,253309,2014
135230,3138192,289239,2014
135236,2247646,190868,2013
135238,3111626,316310,2015
135242,3013258,222297,2013
135250,942378,62527,2007
135254,1190719,39831,2008
135258,1249300,33871,2008
135280,1294969,14912,2009
135282,2064745,200487,2014
135288,3168230,280996,2015
135292,2567000,257109,2014
135294,2582752,23808,2009
135298,2434800,175606,2013
135300,1509742,63774,2010
135404,477002,81729,2009
135406,2054815,95756,2011
135408,1329371,200938,2008
135410,1748062,76112,2011
135412,1794779,220782,2011
135414,2274064,128121,2012
135416,2691786,257279,2014
135422,2806908,220731,2013
135426,4123430,338952,2018
135430,1227637,55229,2009
135432,1728979,80177,2011
135434,3725284,314996,2014
135436,2709768,328111,2016
135444,1893195,85739,2012
135452,3295482,319188,2015
135454,1592503,57011,2010
135460,1049406,153153,2012
135462,2357770,253315,2014
135464,2406422,217576,2013
135468,3205630,320430,2015
135470,2545186,240581,2014
135472,2792346,223946,2014
135474,1309463,14406,2008
135476,1636727,44937,2010
135480,4323536,333346,2015
135484,2318405,111237,2012
135490,984204,14565,2008
135492,3973410,264038,2015
135494,2408040,222951,2013
135500,2424988,337876,2015
135502,3183630,223706,2013
135504,1810683,256962,2015
135506,4056738,309425,2015
135508,4573800,343921,2015
135518,2140379,238615,2015
135520,3405714,321068,2015
135530,3014866,302156,2016
135532,1618442,274854,2015
135534,3850590,287903,2015
135536,1386697,297761,2016
135539,3416042,335676,2015
135541,892332,44511,2007
135545,3922754,300900,2014
135549,1808518,207909,2013
135551,1734428,120194,2012
135553,1305890,25168,2008
135557,3089778,251577,2014
135567,1628841,47933,2016
135569,2660888,188927,2016
135585,2585562,139357,2012
135589,1301698,19951,2008
135597,1433562,30974,2009
135599,897347,25329,2008
135601,1839596,79464,2011
135603,1230165,19672,2008
135613,1754000,74586,2010
135619,2427502,196032,2013
135621,2332883,276909,2014
